timestamp_unix,30,60,Ballen
1715724000,,24.7,34.5
1715810400,31.2,26.3,35.3
1715896800,30.8,27.5,36.0
1715983200,30.7,27.4,35.9
1716069600,30.6,27.3,35.8
1716156000,30.6,27.2,35.7
1716242400,30.6,27.0,35.6
1716328800,32.0,33.7,37.6
1716415200,32.9,30.3,38.9
1716501600,32.7,30.2,38.9
1716588000,32.8,30.7,39.0
1716674400,32.6,30.2,38.9
1716760800,32.5,30.3,39.1
1716847200,32.6,32.0,39.5
1716933600,32.7,31.4,39.6
1717020000,32.6,32.2,39.6
1717106400,36.8,36.8,40.7
1717192800,40.9,42.5,40.7
1717279200,40.7,42.2,37.5
1717365600,40.4,42.0,36.5
1717452000,40.1,41.9,33.6
1717538400,39.8,41.7,29.2
1717624800,39.8,41.3,25.2
1717711200,39.5,41.0,21.8
1717797600,37.2,40.8,19.3
1717884000,35.0,40.4,17.7
1717970400,33.1,40.3,16.6
1718056800,31.7,40.1,16.3
1718143200,31.0,39.9,15.8
1718229600,30.5,39.5,15.4
1718316000,29.5,39.1,24.0
1718402400,29.4,39.1,27.2
1718488800,29.4,39.0,22.0
1718575200,31.1,39.2,25.2
1718661600,32.6,39.6,29.2
1718748000,33.7,40.1,31.1
1718920800,33.7,40.4,24.1
1719180000,31.6,39.5,24.9
1719266400,30.8,39.3,23.7
1719352800,29.7,39.2,18.3
1719439200,29.2,39.0,15.6
1719525600,29.1,38.5,14.7
1719612000,29.0,38.5,14.2
1719698400,31.8,38.0,25.9
1719784800,33.6,39.9,31.3
1719871200,34.4,40.0,31.5
1719957600,34.1,40.0,28.6
1720216800,33.9,39.3,23.5
1720476000,32.9,39.2,21.5
1720562400,31.9,39.0,18.6
1720908000,33.1,39.2,24.4
1721080800,32.7,39.2,24.9
1721167200,32.7,38.8,24.0
1721253600,32.7,38.7,23.8
1721340000,31.9,38.5,18.3
1721426400,31.0,38.3,14.8
1721512800,29.9,38.1,13.7
1721685600,32.8,38.9,26.6
1721772000,33.2,39.1,28.8
1721944800,32.8,38.8,20.7
1722117600,33.1,39.3,29.0
1722204000,33.1,39.0,28.3
1722290400,32.9,38.7,21.8
1722463200,32.2,38.4,15.4
1722549600,30.0,38.3,13.4
1722636000,29.1,38.1,12.7
1722722400,28.7,38.0,12.7
