timestamp_unix,30,60,Ballen
1715724000,,22.6,
1715810400,21.1,22.9,14.7
1715896800,21.8,23.6,14.7
1715983200,22.8,23.8,15.3
1716069600,22.4,23.5,15.3
1716156000,22.5,23.3,15.2
1716242400,22.5,23.3,15.3
1716328800,25.5,25.6,17.9
1716415200,25.7,25.7,17.3
1716501600,25.8,25.3,16.6
1716588000,26.3,25.4,15.8
1716674400,26.4,25.7,16.3
1716760800,26.3,25.4,15.7
1716847200,27.7,26.9,18.2
1716933600,27.8,27.4,19.9
1717020000,28.1,27.2,18.5
1717106400,30.9,27.9,29.0
1717192800,32.1,27.6,29.6
1717279200,32.0,27.6,26.8
1717365600,31.9,28.0,24.8
1717452000,31.4,27.6,20.7
1717624800,29.6,26.8,13.7
1717711200,27.9,26.2,11.5
1717797600,25.8,25.8,10.5
1717884000,24.0,24.9,9.6
1717970400,22.5,24.4,9.0
1718056800,22.1,23.5,8.7
1718143200,21.7,23.3,8.6
1718229600,21.0,22.1,8.3
1718316000,20.5,22.2,14.0
1718402400,20.6,21.3,17.1
1718488800,20.7,21.4,14.8
1718575200,23.8,22.5,17.4
1718661600,24.6,23.3,19.0
1718748000,25.5,23.9,20.6
1718834400,25.9,24.0,17.5
1718920800,25.7,24.0,14.8
1719007200,25.4,23.8,12.5
1719093600,24.8,23.5,10.7
1719180000,23.8,23.4,11.9
1719266400,22.6,22.8,14.5
1719352800,21.4,22.1,10.5
1719439200,21.0,22.0,9.7
1719525600,21.5,21.9,9.1
1719612000,21.1,21.6,8.4
1719698400,25.0,23.5,17.0
1719784800,25.7,24.3,20.8
1719871200,26.3,24.7,20.8
1719957600,26.9,25.0,19.2
1720044000,27.0,25.0,19.4
1720130400,27.1,25.2,18.0
1720216800,26.6,24.7,15.0
1720303200,26.1,24.7,12.3
1720389600,25.4,24.3,16.2
1720476000,24.5,23.8,15.2
1720562400,24.4,24.0,12.4
1720648800,25.8,24.9,18.4
1720735200,26.1,24.9,18.3
1720821600,26.7,24.8,18.3
1720908000,26.9,24.8,15.0
1720994400,26.8,24.8,12.0
1721080800,26.2,24.5,15.5
1721167200,26.4,24.2,17.5
1721253600,26.6,24.3,14.5
1721340000,26.1,23.9,11.4
1721426400,25.7,23.7,9.5
1721512800,25.2,23.4,8.6
1721599200,26.4,24.3,15.5
1721685600,26.7,24.5,18.2
1721772000,27.4,24.9,17.9
1721858400,27.5,24.8,15.7
1721944800,27.2,24.5,12.8
1722031200,27.0,24.5,11.5
1722117600,27.6,25.8,18.9
1722204000,27.8,25.6,16.8
1722290400,27.7,25.3,13.0
1722376800,27.3,25.3,10.5
1722463200,26.3,24.7,9.1
1722549600,25.4,24.1,8.4
1722636000,24.2,23.5,7.9
1722722400,22.7,23.1,7.5
1722808800,21.6,22.3,11.6
1722895200,20.9,21.6,12.4
1722981600,20.5,21.4,10.7
1723068000,20.0,20.8,9.2
1723154400,19.8,20.3,8.5
1723240800,19.7,20.2,8.1
1723327200,19.1,19.8,7.7
1723413600,18.3,19.4,7.3
1723500000,17.3,18.7,10.7
1724709600,21.1,20.0,8.4
1728338400,,21.1,16.3
1728424800,,21.0,16.4
1728511200,,21.3,20.0
1728597600,,22.2,20.3
1728684000,,22.0,19.7
1728770400,,21.9,19.8
1728856800,,21.8,19.6
1728943200,,21.8,19.3
1729029600,,21.6,18.8
1729116000,,21.4,18.3
1729202400,,21.3,18.0
1729375200,,20.9,18.5
1729461600,,20.9,18.4
1729548000,,20.9,18.6
1729634400,,21.0,18.5
1729720800,,21.0,18.4
1729807200,,20.9,18.0
1729893600,,20.8,17.6
1729980000,,20.7,17.2
1730070000,,20.6,16.9
1730156400,,20.5,16.6
1730242800,,20.4,16.5
1730329200,,20.2,16.3
1730415600,,20.1,16.0
1730502000,,20.0,15.9
1730588400,,19.8,15.6
1730674800,,19.7,15.7
1730761200,,19.6,15.6
1730847600,,19.6,15.7
1730934000,,19.6,15.9
1731020400,,19.6,16.3
1731106800,,19.4,16.2
1731193200,,19.4,16.1
1731279600,,19.3,16.3
1731366000,,19.3,17.2
1731452400,,19.3,18.2
1731538800,,21.1,22.1
1731625200,,22.2,21.6
1731711600,,22.1,21.0
1731798000,,22.1,21.0
1731884400,,22.7,21.3
1731970800,,23.4,22.5
1732057200,,23.5,22.1
1732143600,,23.4,21.7
1732230000,,23.4,21.4
1732316400,,23.5,21.4
1732402800,,23.9,22.4
1732489200,,23.7,21.6
1732575600,,23.4,21.2
1732662000,,23.2,21.4
1732748400,22.5,24.2,21.7
1732834800,34.1,25.0,21.8
1732921200,34.1,24.8,21.5
1733007600,34.0,24.7,21.3
1733094000,33.9,24.4,21.2
1733180400,33.8,24.1,21.0
1733266800,34.0,24.0,21.1
1733353200,34.1,23.9,21.0
1733439600,34.0,24.7,22.5
1733526000,34.1,25.1,23.1
1733612400,34.2,25.1,22.6
1733698800,34.4,25.3,22.7
1733785200,34.6,25.4,22.6
1733871600,34.6,25.3,22.3
1733958000,34.6,25.1,21.9
1734044400,34.7,25.0,21.7
1734130800,34.6,24.6,21.5
1734217200,34.6,24.4,21.3
1734303600,34.4,24.2,21.6
1734390000,34.6,24.5,22.2
1734476400,34.4,24.5,21.9
1734562800,34.2,24.3,21.7
1734649200,34.7,24.5,22.1
1734735600,34.7,24.5,21.8
1734822000,34.6,25.0,22.8
1734908400,34.9,25.4,22.8
1734994800,35.2,25.6,22.7
1735081200,35.2,25.6,22.2
1735167600,35.2,25.4,22.0
1735254000,35.2,25.1,21.8
1735340400,35.2,24.9,21.7
1735426800,35.3,24.6,21.5
1735513200,35.3,24.5,21.5
1735599600,35.2,24.3,21.2
1735686000,35.0,24.1,21.1
1735772400,35.2,23.9,21.4
1735858800,35.4,23.8,21.6
1735945200,35.5,23.8,21.5
1736031600,35.5,24.2,22.0
1736118000,35.3,25.0,23.2
1736204400,35.3,25.0,23.0
1736290800,35.6,25.0,22.7
1736377200,35.6,25.0,23.2
1736463600,35.9,25.6,23.8
1736550000,36.1,25.6,23.2
1736636400,36.3,25.6,23.0
1736722800,36.3,25.6,22.4
1736809200,36.0,25.3,21.8
1736895600,34.8,25.0,22.0
1736982000,35.1,24.7,22.4
1737068400,35.2,24.8,22.2
1737154800,35.3,24.8,22.1
1737241200,35.2,24.6,22.0
1737327600,35.1,24.6,21.8
1737414000,35.2,24.5,21.7
1737500400,35.0,24.3,21.5
1737586800,34.7,24.1,21.4
1737673200,34.9,23.9,21.6
1737759600,35.0,24.0,21.8
1737846000,35.1,25.0,23.5
1737932400,35.1,24.9,22.9
1738018800,35.0,24.8,22.6
1738105200,35.1,24.8,22.3
1738191600,35.3,24.9,22.5
1738278000,35.8,25.5,23.3
1738364400,36.0,25.5,22.7
1738450800,36.0,25.4,22.4
1738537200,36.2,25.3,22.1
1738623600,36.2,25.0,21.9
1738710000,36.3,24.8,21.8
1738796400,36.2,24.8,21.7
1738882800,36.1,24.5,21.5
1738969200,36.1,24.3,21.4
1739055600,35.6,24.2,21.2
1739142000,34.9,24.0,21.0
1739228400,34.5,23.8,20.9
1739314800,34.3,23.7,20.9
1739401200,34.1,23.5,20.8
1739487600,34.1,23.5,20.9
1739574000,34.3,23.3,21.3
1739660400,34.2,23.3,21.3
1739746800,34.2,23.3,21.2
1739833200,34.1,23.2,20.9
1739919600,33.6,23.2,20.4
1740006000,32.3,23.1,19.8
1740092400,31.3,22.9,19.8
1740178800,31.0,22.7,20.4
1740265200,31.2,22.5,20.7
1740351600,31.0,22.3,20.6
1740438000,30.9,22.2,20.4
1740524400,30.8,22.1,20.3
1740610800,30.7,22.1,20.2
1740697200,30.9,22.0,20.6
1740783600,31.6,22.0,21.1
1740870000,31.6,22.0,21.8
1740956400,31.6,22.0,21.5
1741042800,31.4,22.1,21.1
1741129200,31.2,22.1,20.9
1741215600,30.9,22.0,20.6
1741302000,30.6,21.8,20.4
1741388400,30.2,21.8,20.1
1741474800,29.9,21.6,19.9
1741561200,29.4,21.5,19.6
1741647600,29.1,21.3,19.4
1741734000,28.8,21.2,19.1
1741820400,28.1,21.0,18.9
1741906800,27.6,20.9,18.8
1741993200,27.2,20.8,18.5
1742079600,26.9,20.6,18.4
1742166000,26.6,20.5,18.2
1742252400,26.3,20.4,18.3
1742338800,25.9,20.2,18.1
1742425200,25.3,20.2,17.9
1742511600,24.8,20.1,17.7
1742598000,24.3,19.9,17.5
1742684400,23.8,19.8,17.3
1742770800,23.3,19.8,17.0
1742857200,23.0,19.7,16.8
1742943600,23.1,19.5,18.5
1743030000,23.6,19.5,19.1
1743116400,23.7,19.5,19.0
1743202800,23.5,19.5,18.9
1743289200,23.4,19.5,18.6
1743372000,23.7,19.5,18.9
1743458400,23.9,19.4,19.0
1743544800,23.9,19.5,18.8
1743631200,23.7,19.5,18.8
1743717600,23.4,19.5,18.5
1743804000,23.2,19.4,18.1
1743890400,23.0,19.3,17.7
1743976800,22.7,19.4,17.4
1744063200,22.4,19.3,17.1
1744149600,22.0,19.2,16.7
1744236000,21.8,19.1,16.4
1744322400,21.5,19.0,16.2
1744408800,21.2,19.0,16.0
1744495200,21.0,18.9,15.8
1744581600,20.8,18.8,15.4
1744668000,20.6,18.8,17.9
1744754400,20.5,18.8,20.5
1744927200,21.2,18.8,21.3
1745013600,21.8,18.8,21.1
1745100000,22.3,18.8,20.7
1745186400,22.3,18.9,20.3
1745272800,22.3,18.9,20.7
1745359200,22.2,19.0,21.4
1745445600,23.1,19.0,21.9
1746223200,21.2,18.8,13.7
1746309600,20.9,18.7,13.0
1746396000,20.6,18.6,12.2
1746482400,20.3,18.5,11.5
1746568800,20.1,18.3,15.8
1746655200,20.1,18.5,19.5
1746741600,20.1,18.4,17.4
1746828000,20.0,18.4,14.6
1746914400,19.8,18.3,12.5
1747000800,19.5,18.1,10.9
1747087200,19.2,17.8,10.0
1747173600,18.9,17.8,14.2
1747260000,18.8,18.0,18.1
1747346400,18.8,17.8,13.7
1747432800,18.8,17.8,12.4
1747519200,18.8,17.7,11.2
1747605600,18.8,17.5,10.2
1747692000,18.7,17.3,9.6
1747778400,18.5,17.0,18.2
1747864800,18.5,17.2,18.1
1748037600,18.7,17.1,14.0
1748124000,18.7,17.2,12.7
1748210400,18.9,17.1,11.7
1748296800,19.0,16.9,10.5
1748383200,18.9,16.9,12.8
1748556000,20.0,17.2,16.2
1748642400,20.0,17.0,12.9
1748728800,19.6,16.9,10.7
1748815200,19.0,16.6,9.5
1748901600,18.5,16.2,8.8
1748988000,18.0,15.6,8.2
1749074400,17.6,15.1,11.4
1749160800,17.6,15.2,18.0
1749247200,17.6,15.2,15.2
1749333600,17.6,15.3,13.7
1749420000,17.9,15.2,13.6
1749506400,18.4,15.2,12.4
1749592800,18.4,15.2,11.2
1749679200,18.1,14.9,9.9
1749765600,17.9,14.6,13.6
1749852000,17.9,14.8,16.4
1749938400,17.8,14.8,17.2
1750024800,17.8,14.8,15.5
1750111200,17.7,14.6,12.4
1750197600,17.4,14.2,10.3
1750284000,17.0,13.9,13.7
1750370400,16.9,14.0,16.2
1750456800,16.8,13.9,12.6
1750543200,16.6,13.5,10.2
1750629600,16.1,13.2,9.1
1750716000,16.0,12.9,8.6
1750802400,15.9,12.6,8.2
1750888800,15.7,12.4,13.1
1750975200,15.7,12.5,17.3
1751061600,15.9,12.6,14.8
1751148000,15.9,12.6,12.3
1751234400,15.7,12.3,10.0
1751320800,15.5,12.0,8.8
1751407200,15.1,11.6,8.0
1751493600,14.7,11.4,7.6
1751580000,14.4,11.0,7.2
1751666400,14.0,10.8,7.0
1751752800,13.7,10.5,6.8
1751839200,13.5,10.5,6.7
1751925600,13.4,10.4,6.7
1752012000,13.3,10.3,6.7
1752098400,13.3,10.1,6.6
1752184800,13.2,10.1,11.4
1752271200,13.3,10.2,15.6
1752357600,13.3,10.3,15.6
1752444000,13.3,10.2,12.6
