timestamp_unix,30,60,Ballen
1715724000,,30.2,25.9
1715810400,28.2,31.4,26.6
1715896800,27.8,34.0,27.3
1715983200,27.6,33.9,27.3
1716069600,27.4,33.7,27.3
1716156000,27.3,33.5,27.2
1716242400,27.4,33.3,27.2
1716328800,29.0,35.3,29.5
1716415200,30.8,35.7,29.8
1716501600,31.3,35.2,29.6
1716588000,31.3,35.2,29.6
1716674400,30.9,35.2,29.4
1716760800,30.9,35.2,29.5
1716847200,30.9,36.1,30.0
1716933600,30.9,35.9,30.0
1717020000,30.7,36.3,30.4
1717106400,35.0,38.1,35.8
1717192800,39.9,40.4,39.8
1717279200,39.7,38.8,34.8
1717365600,39.5,38.4,33.7
1717452000,39.3,38.2,30.8
1717538400,39.2,38.0,27.5
1717624800,39.0,37.9,24.7
1717711200,38.6,37.8,22.1
1717797600,37.0,37.7,20.3
1717884000,34.9,37.4,18.9
1717970400,33.0,37.3,18.0
1718056800,31.6,37.2,17.5
1718143200,31.0,37.1,16.8
1718316000,30.6,36.9,17.0
1718402400,32.0,37.0,26.9
1718488800,32.5,36.8,24.3
1718575200,32.9,37.1,24.8
1718661600,33.4,37.5,28.8
1718748000,33.5,37.7,30.7
1718834400,33.5,37.5,29.2
1718920800,33.0,37.5,26.1
1719007200,32.9,37.3,23.9
1719093600,32.8,37.2,21.1
1719180000,32.4,37.1,19.9
1719266400,31.6,37.0,21.8
1719352800,30.8,36.8,19.6
1719439200,29.9,36.6,17.9
1719525600,29.6,36.4,17.1
1719612000,29.3,36.2,16.1
1719698400,31.3,36.9,22.1
1719784800,32.9,37.5,30.0
1719871200,33.4,37.1,30.2
1719957600,33.5,37.1,30.1
1720044000,33.4,36.8,29.1
1720130400,33.4,36.8,29.1
1720216800,33.3,36.7,26.3
1720303200,33.2,36.6,22.6
1720389600,33.0,36.4,22.6
1720476000,32.8,36.4,25.9
1720562400,32.3,36.3,22.1
1720648800,32.9,37.1,27.6
1720735200,32.9,36.9,28.2
1720821600,32.9,36.8,29.0
