timestamp_unix,30,60,90,Ballen
1731711600,10.6,6.2,10.0,6.1
1731798000,10.8,5.4,8.5,6.4
1731884400,10.8,4.7,6.7,6.5
1731970800,11.0,11.8,8.3,7.3
1732057200,11.0,19.7,7.6,6.3
1732143600,11.2,4.8,6.7,9.6
1732230000,11.4,8.6,7.1,8.6
1732316400,11.4,5.2,12.1,9.8
1732402800,11.1,5.4,9.6,6.5
1732489200,10.7,5.0,9.8,5.3
1732575600,10.7,4.5,5.0,7.9
1732662000,10.8,4.5,5.5,5.5
1732748400,10.7,4.5,6.1,5.5
1732834800,10.8,4.4,9.9,5.8
1732921200,11.2,4.6,4.9,7.0
1733007600,11.5,5.0,5.6,9.9
1733094000,11.6,5.4,6.0,10.0
1733180400,11.4,5.3,12.5,9.9
1733266800,11.3,5.2,16.0,9.9
1733353200,11.5,5.2,6.3,10.0
1733439600,11.2,5.4,4.4,7.6
1733526000,10.9,5.2,5.3,8.3
1733612400,11.0,5.0,4.7,6.4
1733698800,11.0,5.0,5.9,6.4
1733785200,10.9,4.9,6.2,6.2
1733871600,11.1,5.0,27.6,6.7
1733958000,11.3,5.0,7.1,7.2
1734044400,11.5,6.9,6.5,10.6
1734130800,11.8,5.5,7.1,10.1
1734217200,11.7,5.6,9.5,10.2
1734303600,11.3,10.3,13.1,8.2
1734390000,10.9,5.0,9.8,6.0
1734476400,11.0,4.9,7.9,6.3
1734562800,10.8,4.8,7.1,5.9
1734649200,11.0,4.5,6.8,6.2
1734735600,11.2,4.7,7.4,6.8
1734822000,10.9,4.8,6.7,6.2
1734908400,11.0,4.8,11.2,6.4
1734994800,11.1,11.3,23.2,6.7
1735081200,11.1,4.9,7.7,6.7
1735167600,11.0,4.7,7.9,6.5
1735254000,11.2,4.7,7.0,7.1
1735340400,11.5,4.9,7.3,9.9
1735426800,11.9,5.2,11.3,10.2
1735513200,11.9,5.4,35.8,10.3
1735599600,12.0,5.5,33.0,10.5
1735686000,12.1,5.7,33.3,10.8
1735772400,12.0,5.5,27.8,10.5
1735858800,12.3,5.6,15.6,10.5
1735945200,12.6,5.8,32.7,10.8
1736031600,12.5,6.2,35.0,10.8
1736118000,11.4,6.2,24.2,9.9
1736204400,11.4,5.7,13.2,9.8
1736290800,11.6,5.7,13.0,10.0
1736377200,11.8,5.9,13.0,10.1
1736463600,11.7,5.8,12.9,10.0
1736550000,11.8,5.9,12.5,10.1
1736636400,12.0,6.1,12.3,10.2
1736722800,12.3,6.3,11.9,10.4
1736809200,12.6,6.6,11.6,10.7
1736895600,12.8,6.8,11.5,10.7
1736982000,12.2,6.7,11.4,10.3
1737068400,12.2,6.5,11.2,10.3
1737154800,12.4,6.5,11.1,10.5
1737241200,12.6,6.7,11.0,10.7
1737327600,12.7,6.9,10.9,10.9
1737414000,12.8,7.0,10.8,11.1
1737500400,13.1,7.2,10.8,11.4
1737586800,12.9,7.2,10.8,11.5
1737673200,12.4,7.7,10.8,11.1
1737759600,11.7,6.6,10.8,10.5
1737846000,11.3,5.9,10.7,9.3
1737932400,11.4,10.7,10.8,9.8
1738018800,11.4,5.6,10.6,9.8
1738105200,11.5,5.5,10.6,9.9
1738191600,11.4,5.4,10.6,9.9
1738278000,11.3,5.2,10.6,9.2
1738364400,11.7,6.4,10.4,10.0
1738450800,12.0,5.6,10.5,10.2
1738537200,12.2,5.9,10.4,10.5
1738623600,12.4,6.2,10.3,10.7
1738710000,12.7,6.4,10.3,10.9
1738796400,12.5,6.5,10.4,10.9
1738882800,12.5,6.3,13.4,10.9
1738969200,12.7,6.4,10.4,11.3
1739055600,12.9,6.4,10.3,12.0
1739142000,13.2,6.6,10.1,12.3
1739228400,13.4,6.7,10.0,13.0
1739314800,13.7,6.9,10.0,13.7
1739401200,13.9,7.1,10.0,14.4
1739487600,14.1,7.2,10.0,15.0
1739574000,14.0,7.3,10.0,14.7
1739660400,13.9,7.4,10.0,14.5
1739746800,14.0,7.5,10.1,14.6
1739833200,14.3,8.7,10.0,15.4
1739919600,15.2,9.8,9.9,18.0
1740006000,18.1,15.9,10.0,21.9
1740092400,21.0,11.9,11.8,24.3
1740178800,18.2,9.9,10.2,21.0
1740265200,15.4,7.9,10.1,17.8
1740351600,14.8,6.8,10.0,16.8
1740438000,14.4,6.5,10.0,16.4
1740524400,14.5,6.2,10.0,16.4
1740610800,14.7,6.2,10.1,16.8
1740697200,14.0,6.2,10.1,16.3
1740783600,12.9,6.3,10.1,14.8
1740870000,12.9,6.4,14.9,14.5
1740956400,13.2,6.6,12.2,14.8
1741042800,13.4,6.8,10.0,15.1
1741129200,13.5,6.8,19.5,15.4
1741215600,13.5,6.7,16.5,15.5
1741302000,13.4,6.4,23.8,15.6
1741388400,13.7,6.2,13.2,16.0
1741474800,14.2,7.8,11.8,16.6
1741561200,15.0,5.9,10.7,17.5
1741647600,16.2,5.9,11.5,18.5
1741734000,17.4,6.1,11.5,19.6
1741820400,18.6,6.4,11.6,20.8
1741906800,19.7,6.9,11.7,21.8
1741993200,20.8,9.2,11.6,22.8
1742079600,21.7,10.1,25.3,23.8
1742166000,22.2,10.4,14.9,24.3
1742252400,23.5,11.3,12.7,25.6
1742338800,24.4,11.0,11.4,26.4
1742425200,24.6,11.3,11.4,26.5
1742511600,24.5,11.5,11.4,26.2
1742598000,24.8,11.7,18.3,26.4
1742684400,25.6,11.9,34.6,27.1
1742770800,26.4,12.2,26.7,27.9
1742857200,27.1,12.4,16.2,28.8
1742943600,27.6,12.8,13.1,26.7
1743030000,26.0,15.4,12.7,24.2
1743116400,25.4,13.4,12.4,20.1
1743202800,25.0,13.5,12.4,20.1
1743289200,25.8,13.6,12.4,21.0
1743372000,26.0,13.8,12.4,21.1
1743458400,25.6,18.4,12.2,21.3
1743544800,25.4,14.0,12.1,21.7
1743631200,25.4,14.0,12.1,22.2
1743717600,25.5,14.0,12.2,22.5
1743804000,25.8,13.9,12.3,22.9
1743890400,27.7,16.0,12.1,24.1
1743976800,29.0,14.4,12.1,25.8
1744063200,29.3,14.6,12.2,26.8
1744149600,29.7,14.7,12.5,27.9
1744236000,30.3,14.9,12.7,29.2
1744322400,30.7,15.1,12.9,30.3
1744408800,30.0,15.2,13.1,30.2
1744495200,29.4,15.1,13.6,30.3
1744581600,29.4,15.1,13.2,30.9
1744668000,29.2,15.1,13.3,15.7
1744754400,28.6,15.0,13.2,8.6
1744840800,28.4,14.8,13.0,11.2
1744927200,28.2,14.8,13.0,8.2
1745013600,26.0,14.9,13.0,9.1
1745100000,23.5,14.9,13.0,10.1
1745186400,21.9,14.6,13.0,10.9
1745272800,21.7,14.3,12.8,11.7
1745359200,22.1,14.1,12.6,7.4
1745445600,20.3,13.8,12.4,6.9
1745532000,18.0,13.3,12.1,6.8
1745618400,17.8,14.4,12.0,9.6
1745704800,18.2,16.9,12.1,12.5
1745791200,18.8,15.8,12.3,16.3
1745877600,19.5,13.0,13.4,21.3
1745964000,21.1,13.2,33.2,27.1
1746050400,23.4,13.5,34.1,33.9
1746136800,26.1,14.1,17.2,42.5
1746223200,29.0,14.9,15.8,52.3
1746309600,31.9,16.0,15.4,64.0
1746396000,34.6,17.0,15.0,74.0
1746482400,36.6,17.9,16.9,80.2
1746568800,38.0,18.8,16.3,44.0
1746655200,38.7,19.0,16.4,35.2
1746741600,39.1,19.3,16.5,39.4
1746828000,39.2,19.5,16.7,48.3
1746914400,39.2,19.6,17.0,56.0
1747000800,40.6,20.0,17.5,69.2
1747087200,41.5,20.5,17.9,74.6
1747173600,42.3,20.9,18.3,47.7
1747260000,42.6,20.6,17.8,42.0
1747346400,44.0,20.5,17.7,45.5
1747432800,45.6,20.7,17.9,54.6
1747519200,47.1,21.1,18.1,63.5
1747605600,47.5,21.8,18.6,71.2
1747692000,47.4,22.3,19.3,76.4
1747778400,47.6,22.5,19.7,53.3
1747864800,48.1,22.0,19.1,42.2
1747951200,50.2,21.9,18.9,44.2
1748037600,50.4,22.7,19.3,52.1
1748124000,48.9,22.8,19.6,56.2
1748210400,47.5,22.8,19.7,59.7
1748296800,47.3,23.2,20.1,68.7
1748383200,46.9,23.3,20.3,39.4
1748469600,45.3,22.7,19.7,28.5
1748556000,42.8,22.4,19.3,32.1
1748642400,41.7,22.4,19.4,41.6
1748728800,41.9,22.3,19.6,52.8
1748815200,44.0,22.4,19.8,63.1
1748901600,46.6,22.8,20.1,70.5
1748988000,47.8,23.2,20.7,76.7
1749074400,48.9,23.7,21.2,49.4
1749160800,49.4,23.5,20.9,36.8
1749247200,48.8,23.3,20.4,37.6
1749333600,48.9,23.1,20.3,44.0
1749420000,48.7,23.3,20.4,49.3
1749506400,46.2,23.5,20.7,52.5
1749592800,43.9,23.5,20.9,56.6
1749679200,43.0,23.9,21.3,63.8
1749765600,43.5,24.1,21.7,38.4
1749852000,42.7,23.4,21.1,35.2
1749938400,42.8,22.4,19.6,37.7
1750024800,43.6,21.7,18.6,39.1
1750111200,45.0,22.1,18.8,47.0
1750197600,45.8,22.5,19.4,56.4
1750284000,46.4,22.5,19.8,33.3
1750370400,47.2,22.3,19.4,31.9
1750456800,47.0,22.3,19.4,40.8
1750543200,47.0,22.3,19.6,52.5
1750629600,48.1,22.2,19.4,61.7
1750716000,50.4,22.6,19.6,74.2
1750802400,50.9,23.2,20.2,80.3
1750888800,51.0,23.4,20.6,45.4
1750975200,50.2,23.0,20.2,33.2
1751061600,50.1,22.8,19.9,37.5
1751148000,49.1,22.8,20.0,47.1
1751234400,50.2,23.1,20.3,56.5
1751320800,49.6,23.4,20.7,61.1
1751407200,48.8,23.4,21.0,65.2
1751493600,49.4,23.4,21.3,76.7
1751580000,51.7,23.9,21.8,100.6
1751666400,53.2,24.7,22.6,128.7
1751752800,55.1,25.5,23.4,158.8
1751839200,57.1,26.3,24.2,187.4
1751925600,59.5,27.1,24.8,214.8
1752012000,60.5,28.0,25.6,228.8
1752098400,61.0,28.7,26.4,236.5
1752184800,60.0,29.0,26.9,143.5
1752271200,58.2,28.4,26.8,40.9
1752357600,57.4,27.8,26.3,37.9
1752444000,55.7,27.5,26.1,42.1
1752530400,54.9,27.2,25.9,52.7
1752616800,54.7,26.7,25.5,60.1
1752703200,53.7,26.3,25.0,24.7
1752789600,50.1,25.7,24.1,11.9
1752876000,44.1,24.6,22.9,19.0
1752962400,39.8,23.5,21.9,31.7
1753048800,38.8,22.7,21.1,40.4
1753135200,39.4,22.3,20.6,49.7
1753221600,40.0,22.3,20.4,57.8
1753308000,40.2,22.3,20.3,31.9
1753394400,39.5,22.0,19.9,23.3
1753480800,39.0,21.5,19.3,24.9
1753567200,38.7,21.2,18.9,34.6
1753653600,38.7,20.8,18.5,19.2
1753740000,37.8,20.7,20.1,26.5
1753826400,37.5,20.6,24.6,35.4
1753912800,37.7,20.5,18.2,42.8
1753999200,37.7,20.6,18.4,50.6
1754085600,36.6,20.4,18.1,45.3
1754172000,34.3,20.3,18.0,40.4
1754258400,31.2,20.2,18.0,42.4
1754344800,29.2,20.0,24.4,47.9
1754431200,29.9,20.1,19.9,56.4
1754517600,31.2,20.3,18.4,63.5
1754604000,32.6,20.5,18.7,67.3
1754690400,34.8,20.7,19.0,70.5
1754776800,37.6,21.0,19.4,75.4
1754863200,40.7,21.5,19.9,83.1
1754949600,44.4,22.1,20.5,91.3
1755036000,47.9,22.8,21.2,104.1
1755122400,49.7,23.5,21.9,125.3
1755208800,51.3,24.0,22.6,94.2
1755295200,52.1,23.8,22.7,39.0
1755381600,53.0,23.9,22.7,44.2
1755468000,53.6,24.2,22.9,51.6
1755554400,54.4,24.6,23.3,59.9
1755640800,55.9,25.0,23.8,66.7
1755727200,57.5,25.7,24.4,73.2
1755813600,60.1,26.7,25.2,82.5
1755900000,63.0,28.0,26.2,93.8
1755986400,65.7,29.1,27.0,106.9
1756072800,66.6,30.0,27.9,120.4
1756159200,65.6,30.6,28.5,135.9
1756245600,63.0,30.9,29.0,156.2
1756332000,63.0,30.8,29.1,190.0
1756418400,65.2,30.8,28.8,226.8
1756504800,67.1,31.2,29.1,247.7
1756591200,68.3,31.9,29.7,252.0
1756677600,68.0,32.3,30.2,252.0
1756764000,70.4,32.6,30.5,252.0
1756850400,70.5,33.3,31.1,252.0
1756936800,68.3,32.2,30.2,155.4
1757023200,67.1,30.6,28.8,73.5
1757109600,71.2,32.7,31.0,36.0
1757196000,70.1,32.5,30.9,45.7
1757282400,69.1,32.5,30.9,55.2
1757368800,67.7,32.4,30.8,62.9
1757455200,68.4,32.3,30.7,70.6
1757541600,70.5,32.5,30.8,78.5
1757628000,73.4,33.4,31.3,86.7
1757714400,75.6,34.5,32.1,93.8
1757800800,77.3,35.4,32.8,99.6
1757887200,79.2,35.8,33.3,91.6
1757973600,79.9,35.7,33.6,35.6
1758060000,79.4,35.4,33.4,30.3
1758146400,76.7,35.0,33.2,35.1
1758232800,72.9,34.2,32.7,38.7
1758319200,70.3,33.4,32.1,47.4
1758405600,68.2,32.9,31.7,56.0
1758492000,70.8,32.7,31.4,67.3
1758578400,73.1,33.4,31.6,78.2
1758664800,75.1,34.3,32.3,87.4
1758751200,77.6,35.5,33.3,94.9
1758837600,79.4,36.8,34.4,101.3
1758924000,81.3,37.4,34.9,107.0
1759010400,81.9,37.6,35.1,113.1
1759096800,82.3,38.0,35.5,120.2
1759183200,84.2,38.5,36.0,130.6
1759269600,88.2,39.1,36.4,148.5
1759356000,90.5,39.9,37.1,118.1
1759442400,91.5,40.2,37.7,57.1
1759528800,88.8,40.0,37.8,46.9
1759615200,88.5,39.2,37.3,20.3
1759701600,85.8,38.6,36.9,26.5
1759788000,81.3,37.7,36.3,29.5
1759874400,76.8,36.4,35.4,31.8
1759960800,75.2,35.4,34.7,34.9
