timestamp_unix,-10,-30,-45
1721307600,43.49,42.6,43.88
1721309096,43.49,42.6,43.88
1721311200,43.19,42.37,43.57
1721312634,43.19,42.37,43.57
1721314800,43.22,42.41,43.61
1721316180,43.22,42.41,43.61
1721318400,43.28,42.52,43.64
1721319737,43.28,42.52,43.64
1721322000,43.32,42.52,43.67
1721323277,43.32,42.52,43.67
1721325600,43.33,42.52,43.69
1721326821,43.33,42.52,43.69
1721329200,43.1,42.39,43.65
1721330367,43.1,42.39,43.65
1721332800,43.03,42.32,43.66
1721333936,43.03,42.32,43.66
1721336400,42.94,42.35,43.62
1721337477,42.94,42.35,43.62
1721340000,42.86,42.2,43.59
1721341023,42.86,42.2,43.59
1721343600,42.8,42.25,43.58
1721344566,42.8,42.25,43.58
1721347200,42.74,42.16,43.57
1721348135,42.74,42.16,43.57
1721350800,42.7,42.13,43.55
1721351690,42.7,42.13,43.55
1721354400,42.67,42.17,43.54
1721355225,42.67,42.17,43.54
1721358000,42.63,42.08,43.54
1721358773,42.63,42.08,43.54
1721361600,42.6,42.12,43.51
1721362350,42.6,42.12,43.51
1721365200,42.57,42.03,43.51
1721365896,42.57,42.03,43.51
1721368800,42.54,42.04,43.51
1721369446,42.54,42.04,43.51
1721372400,42.51,42.02,43.5
1721372985,42.51,42.02,43.5
1721376000,42.48,42.04,43.49
1721376555,42.48,42.04,43.49
1721379600,42.44,41.91,43.48
1721380105,42.44,41.91,43.48
1721383200,42.4,41.92,43.44
1721383659,42.4,41.92,43.44
1721386800,42.36,41.87,43.42
1721387200,42.36,41.87,43.42
1721390400,42.32,41.86,43.44
1721390778,42.32,41.86,43.44
1721394000,42.29,41.76,43.4
1721394333,42.29,41.76,43.4
1721397600,42.26,41.73,43.38
1721397882,42.26,41.73,43.38
1721401200,42.25,41.63,43.37
1721401426,42.25,41.63,43.37
1721404800,42.2,41.62,43.33
1721404983,42.2,41.62,43.33
1721408400,42.17,41.53,43.3
1721408527,42.17,41.53,43.3
1721412000,42.13,41.57,43.27
1721412071,42.13,41.57,43.27
1721415600,42.06,41.41,43.23
1721415601,42.08,41.43,43.25
1721419188,42.04,41.39,43.21
1721419200,42.02,41.36,43.19
1721422732,42.02,41.36,43.19
1721422800,42.0,41.35,43.17
1721426274,42.0,41.35,43.17
1721426400,41.97,41.36,43.12
1721429841,41.97,41.36,43.12
1721430000,41.95,41.33,43.13
1721433411,41.95,41.33,43.13
1721433600,41.93,41.3,43.12
1721436975,41.93,41.3,43.12
1721437200,41.91,41.29,43.11
1721440517,41.91,41.29,43.11
1721440800,41.88,41.26,43.12
1721444064,41.88,41.26,43.12
1721444400,41.86,41.32,43.14
1721447634,41.86,41.32,43.14
1721448000,41.84,41.25,43.07
1721451179,41.84,41.25,43.07
1721451600,41.81,41.25,43.07
1721454725,41.81,41.25,43.07
1721455200,41.79,41.24,43.06
1721458269,41.79,41.24,43.06
1721458800,41.75,41.2,43.04
1721461833,41.75,41.2,43.04
1721462400,41.71,41.22,43.04
1721465384,41.71,41.22,43.04
1721466000,41.67,41.12,43.03
1721468938,41.67,41.12,43.03
1721469600,41.62,41.08,43.01
1721472475,41.62,41.08,43.01
1721473200,41.57,40.99,42.97
1721476059,41.57,40.99,42.97
1721476800,41.52,40.93,42.95
1721479618,41.52,40.93,42.95
1721480400,41.49,40.87,42.94
1721483173,41.49,40.87,42.94
1721484000,41.46,40.75,42.95
1721486710,41.46,40.75,42.95
1721487600,41.45,40.65,42.9
1721490266,41.45,40.65,42.9
1721491200,41.4,40.54,42.88
1721493811,41.4,40.54,42.88
1721494800,41.35,40.52,42.84
1721497346,41.35,40.52,42.84
1721498400,41.3,40.45,42.86
1721500899,41.3,40.45,42.86
1721502000,41.25,40.39,42.79
1721504469,41.25,40.39,42.79
1721505600,41.21,40.28,42.77
1721508015,41.21,40.28,42.77
1721509200,41.17,40.31,42.76
1721511559,41.17,40.31,42.76
1721512800,41.13,40.23,42.74
1721515102,41.13,40.23,42.74
1721516400,41.09,40.22,42.73
1721518670,41.09,40.22,42.73
1721520000,41.06,40.18,42.73
1721522210,41.06,40.18,42.73
1721523600,41.03,40.2,42.7
1721525763,41.03,40.2,42.7
1721527200,41.01,40.19,42.71
1721529304,41.01,40.19,42.71
1721530800,40.97,40.19,42.7
1721532879,40.97,40.19,42.7
1721534400,40.95,40.17,42.69
1721536417,40.95,40.17,42.69
1721538000,40.92,40.18,42.7
1721539966,40.92,40.18,42.7
1721541600,40.88,40.16,42.68
1721543517,40.88,40.16,42.68
1721545200,40.85,40.15,42.67
1721547088,40.85,40.15,42.67
1721548800,40.79,40.1,42.67
1721550630,40.79,40.1,42.67
1721552400,40.73,40.05,42.7
1721554181,40.73,40.05,42.7
1721556000,40.67,39.99,42.62
1721557731,40.67,39.99,42.62
1721559600,40.59,39.89,42.61
1721561304,40.59,39.89,42.61
1721563200,40.51,39.81,42.59
1721564863,40.51,39.81,42.59
1721566800,40.46,39.64,42.57
1721568409,40.46,39.64,42.57
1721570400,40.39,39.51,42.54
1721571956,40.39,39.51,42.54
1721574000,40.34,39.53,42.52
1721575517,40.34,39.53,42.52
1721577600,40.29,39.37,42.51
1721579052,40.29,39.37,42.51
1721581200,40.22,39.36,42.49
1721582606,40.22,39.36,42.49
1721584800,40.16,39.29,42.48
1721586141,40.16,39.29,42.48
1721588400,40.11,39.26,42.44
1721589719,40.11,39.26,42.44
1721592000,40.06,39.24,42.49
1721593259,40.06,39.24,42.49
1721595600,40.01,39.23,42.43
1721596809,40.01,39.23,42.43
1721599200,39.99,39.19,42.46
1721600405,39.99,39.19,42.46
1721602800,39.99,39.17,42.44
1721603963,39.99,39.17,42.44
1721606400,40.0,39.28,42.44
1721607470,40.0,39.28,42.44
1721610000,40.01,39.3,42.42
1721611024,40.01,39.3,42.42
1721613600,41.09,40.71,43.08
1721614557,41.09,40.71,43.08
1721617200,41.63,41.67,43.87
1721618098,41.63,41.67,43.87
1721620800,41.92,41.97,44.0
1721621714,41.92,41.97,44.0
1721624400,42.09,42.02,43.98
1721625281,42.09,42.02,43.98
1721628000,42.19,42.09,43.96
1721628833,42.19,42.09,43.96
1721631600,42.24,42.1,43.93
1721632369,42.24,42.1,43.93
1721635200,42.5,42.79,44.9
1721635920,42.5,42.79,44.9
1721638800,42.41,42.4,44.46
1721639488,42.41,42.4,44.46
1721642400,42.4,42.3,44.21
1721643031,42.4,42.3,44.21
1721646000,42.4,42.25,44.11
1721646571,42.4,42.25,44.11
1721649600,42.41,42.3,44.0
1721650137,42.41,42.3,44.0
1721653200,42.41,42.21,43.95
1721653691,42.41,42.21,43.95
1721656800,42.44,42.21,43.91
1721657243,42.44,42.21,43.91
1721660400,42.46,42.2,43.9
1721660785,42.46,42.2,43.9
1721664000,42.48,42.22,43.85
1721664345,42.48,42.22,43.85
1721667600,42.5,42.19,43.83
1721667895,42.5,42.19,43.83
1721671200,42.5,42.19,43.81
1721671435,42.5,42.19,43.81
1721674800,42.5,42.26,43.8
1721674979,42.5,42.26,43.8
1721678400,42.51,42.22,43.78
1721678549,42.51,42.22,43.78
1721682000,42.51,42.22,43.77
1721682101,42.51,42.22,43.77
1721685600,42.52,42.22,43.75
1721685643,42.52,42.19,43.76
1721689199,42.53,42.26,43.75
1721689200,42.53,42.23,43.73
1721692786,42.53,42.23,43.73
1721692800,42.52,42.2,43.72
1721696343,42.52,42.2,43.72
1721696400,42.53,42.2,43.74
